player_id,item_name,price,quantity
2158251,Kitten Plushie,12345,386
2158251,Party Hat '19,24987654,1
2158251,Sheep Plushie,12345,386
2158251,Snowboard,187654321,1
2158251,Teddy Bear Plushie,12345,386
2118782,Can of Santa Shooters,1698994,1
2118782,Can of Taurine Elite,4099995,1
2118782,Claymore Sword,500000,1
2339494,Neumune Tablet,6990000,1
2109129,Goodie Bag,99999999,1
2109129,Strippogram Voucher,99999999,1
2188075,Bag of Bon Bons,1000,6
2188075,Banana Orchid,10500,36
2188075,Camel Plushie,97500,10
2188075,Dahlia,4200,3
2188075,Jaguar Plushie,17300,6
2188075,Monkey Plushie,46000,15
2188075,Panda Plushie,74000,4
2188075,Stingray Plushie,10000,195
2188075,Taser,40000,1
2188075,Taser,40000,1
2254004,Bandana,5000000000,1
2109196,Bag of Chocolate Kisses,777,3
2109196,Blood Bag : B+,20600,300
2109196,Bottle of Champagne,3223,4
2109196,Bottle of Green Stout,1910000,4
2109196,Box of Bon Bons,3899,8
2109196,Knight Firebrand,66000,3
2109196,Lottery Voucher,1050000,6
2109196,Mountain Bike,888888,1
2109196,Pearl Necklace,22000,1
2109196,Pixie Sticks,401555,19
2109196,Sports Shades,15000,10
2109196,Stainless Steel Watch,1000,1
2109196,Stink Bombs,6990000,1
2109196,Vicodin,12500,3
2158271,ArmaLite M-15A4,30000000,1
2158271,Bush Hat,40995,1
2158271,Coconut Bra,324995,1
2158271,Combat Gloves,2500000,1
2158271,Combat Pants,4000000,1
2158271,Combat Pants,4000000,1
2158271,Heat Sink,59995,3
2158271,Jackhammer,5000000,1
2158271,Meat Hook,80000000,1
2158271,Poncho,299995,1
2158271,Senet Board,949994,1
2158271,Slingshot,1,1
1188973,Empty Box,1000000,1
1188973,Hammer,1000000,1
1188973,Kodachi,1000000,1
2154897,Disposable Mask,1,2
2109214,Steyr AUG,3000000,1
2245166,Flash Grenade,80000,29
2154903,Flip Flops,999990,1
2174411,Baseball Bat,20000,1
2174411,Benelli M1 Tactical,4000,1
2174411,Beretta M9,1500,1
2174411,Box of Medical Supplies,900000,1
2174411,Butterfly Knife,10000,1
2174411,Butterfly Knife,10000,1
2174411,Butterfly Knife,10000,1
2174411,Chamois Plushie,60000,200
2174411,Jacket,6000,50
2174411,Knuckle Dusters,6000,1
2174411,Luger,35000000,1
2174411,Metal Nunchaku,500000,1
2174411,Pair of Ice Skates,1000000,1
2174411,Pen Knife,4000,1
2174411,Vicodin,80000,30
2245169,9mm Uzi,700000,1
2245169,AK-47,11000,1
2245169,AK-47,11000,1
2245169,AK-47,11000,1
2245169,Sheep Plushie,5000000,1
2245169,Stealth Virus,2200000,10
2245169,Vicodin,817550,50
2100024,Beretta M9,500000000,1
2100024,Blowgun,100000000,1
2100024,Butterfly Knife,450000000,1
2100024,Butterfly Knife,350000000,1
2100024,Chain Whip,500000000,1
2100024,Enfield SA-80,7000000,1
2100024,Enfield SA-80,4000000,1
2100024,Enfield SA-80,4000000,1
2100024,Enfield SA-80,5000000,1
2100024,Enfield SA-80,5000000,1
2100024,Enfield SA-80,5000000,1
2100024,Enfield SA-80,6000000,1
2100024,Enfield SA-80,7000000,1
2100024,Enfield SA-80,7000000,1
2100024,Enfield SA-80,7000000,1
2100024,Enfield SA-80,10000000,1
2100024,Enfield SA-80,2000000,1
2100024,Enfield SA-80,2000000,1
2100024,Enfield SA-80,5000000,1
2100024,Enfield SA-80,11000000,1
2100024,Enfield SA-80,8000000,1
2100024,Enfield SA-80,8000000,1
2100024,Flail,499000000,1
2100024,Flail,699999999,1
2100024,Flail,699999999,1
2100024,Flexible Body Armor,100000000,1
2100024,Flexible Body Armor,33000000,1
2100024,Guandao,600000000,1
2100024,Ithaca 37,250000000,1
2100024,Kodachi,500000,1
2100024,Kodachi,500000,1
2100024,Kodachi,600000,1
2100024,Kodachi,600000,1
2100024,Kodachi,600000,1
2100024,Liquid Body Armor,7669000,1
2100024,MP 40,250000000,1
2100024,MP 40,350000000,1
2100024,Metal Nunchaku,5000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,5000000,1
2100024,Metal Nunchaku,600000,1
2100024,Metal Nunchaku,550000,1
2100024,Metal Nunchaku,550000,1
2100024,Metal Nunchaku,10000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,9000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,1500000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,1000000,1
2100024,Metal Nunchaku,10000000,1
2100024,Nessie Plushie,49249,2
2100024,S&W Revolver,150000000,1
2100024,Sai,299000000,1
2100024,Samurai Sword,350000000,1
2100024,Samurai Sword,10000000,1
2100024,Spear,299000000,1
2100024,Vektor CR-21,350000000,1
2261174,Benelli M1 Tactical,400000000,1
2261174,Cinnamon Decoration,70987,2
2261174,Golden Candy Cane,189984,1
2261174,Golden Wreath,34999,2
2261174,Tavor TAR-21,400000000,1
2261174,USP,75000000,1
2194835,Dog Poop,13700000,1
2194835,Mistletoe,14000000,1
2194835,Stink Bombs,12900000,1
2125465,Chocolate Egg,2000000,18
2125465,Edomondo ACD,57027,146
2125465,Tabata RM2,29665,134
2188130,Beretta M9,1500,1
2188130,Beretta M9,1500,1
2188130,Beretta M9,1500,1
2188130,Butterfly Knife,1500,1
2188130,Butterfly Knife,1500,1
2188130,Leather Vest,1900,1
2184749,Water Block,570000,1
2245262,Combat Boots,6000000,1
2194840,Coconut Bra,333328,1
2194840,Fur Hat,999985,1
2194840,Hammer,1,1
2194840,Insurance Policy,42895,1
2194840,Mistletoe,19900000,1
2194840,Riding Crop,300000000,1
2194840,Trench Coat,349994,1
2174430,Morphine,49999,36
2174430,Vicodin,14499,28
2211446,Bedford Nova,25000000,1
2245275,Bottle of Champagne,3145,1
2245275,Empty Blood Bag,17000,56
2245275,Flippers,8000,1
2245275,RS232 Cable,600,2
2245275,Television,1500,11
2245275,Trident,15000,1
2920010,Benelli M1 Tactical,5000,1
2920010,Credit Card,1500,19
2125473,ArmaLite M-15A4,21999999,1
2125473,Blank DVDs,1,1
2125473,Business Class Ticket,7655000,1
2125473,Hammer,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2109428,Spear,1,1
2245306,Claymore Mine,36030,1
2245306,Coat Hanger,404000,1
2109484,SIG 550,200000,1
2174434,Kitchen Knife,100000000,1
2245352,Cobra Derringer,400000000,1
2245352,Tavor TAR-21,1250000000,1
2230768,Windproof Lighter,6500000,1
2261199,Advanced Driving Manual,74190,2
2261199,Grinding Stone,273445,1
2261199,Leather Bullwhip,1,1
2261199,Permanent Marker,2958,7
2261199,Plunger,36212,2
2920012,Blowgun,10000000,1
2920012,Blowgun,10000000,1
2920012,Blowgun,10000000,1
2920012,Blowgun,10000000,1
2920012,Blowgun,10000000,1
2161703,Erotic DVD,3700000,1
2161703,Jemmy,51000,1
2161703,LSD,59000,47
2161703,Lawyer's Business Card,1395000,1
2161703,Opium,83000,47
2161703,Shrooms,12000,14
2161703,Television,1750,3
2121116,Blouse,1000,2
2121116,Bottle of Beer,3500,1
2121116,Card Skimmer,1000,1
2121116,Cardigan,1000,1
2121116,DVD Player,800,1
2121116,Empty Blood Bag,20000,1
2121116,Empty Box,700,100
2121116,Kitten Plushie,1000,2
2121116,Leather Helmet,100023,1
2121116,M249 SAW,700000,1
2121116,Shrooms,10000,1
2121116,Tracking Device,600000,1
2922845,Bottle Cap,50000,69
25517,ArmaLite M-15A4,55000000,1
25517,ArmaLite M-15A4,30000000,1
25517,ArmaLite M-15A4,47000000,1
25517,ArmaLite M-15A4,44000000,1
25517,ArmaLite M-15A4,41000000,1
25517,ArmaLite M-15A4,38000000,1
25517,ArmaLite M-15A4,35000000,1
25517,ArmaLite M-15A4,22000000,1
25517,ArmaLite M-15A4,29000000,1
25517,ArmaLite M-15A4,31000000,1
25517,ArmaLite M-15A4,28000000,1
25517,ArmaLite M-15A4,27000000,1
25517,ArmaLite M-15A4,26000000,1
25517,ArmaLite M-15A4,25000000,1
25517,ArmaLite M-15A4,24000000,1
25517,ArmaLite M-15A4,23000000,1
25517,ArmaLite M-15A4,50000000,1
25517,Bottle of Beer,4000,5000
25517,Combat Helmet,4000000,1
25517,Combat Pants,3400000,1
25517,Diamond Bladed Knife,2000000,1
25517,Diamond Bladed Knife,1000000,1
25517,Diamond Bladed Knife,1900000,1
25517,Diamond Bladed Knife,1000000,1
25517,Diamond Bladed Knife,1100000,1
25517,Diamond Bladed Knife,1400000,1
25517,Diamond Bladed Knife,2100000,1
25517,Diamond Bladed Knife,1700000,1
25517,Diamond Bladed Knife,1100000,1
25517,Diamond Bladed Knife,1300000,1
25517,Diamond Bladed Knife,1200000,1
25517,Diamond Bladed Knife,1800000,1
25517,Flexible Body Armor,26000000,1
25517,Flexible Body Armor,28000000,1
2109602,Bottle of Beer,700,200
2109602,Bushmaster Carbon 15,9900,1
2109602,Heather,35500,29
2109602,Knuckle Dusters,500,1
2109602,Scimitar,5300,1
2121132,Slingshot,1,1
2121132,Slingshot,1,1
2233516,Blank DVDs,3500,22
2233516,Heavy Duty Padlock,1150000,1
2233516,Snowball,16000,10
2109605,Keg of Beer,15000000,1
2109609,Ketamine,7290,1
2918554,Tear Gas,55000,4
2230797,Blood Bag : A+,55289,2
2230797,Mediocre T-Shirt,77174,1
2194914,Golden Candy Cane,100000000,1
2254202,Minigun,2299995,1
2245633,Nodding Turtle,59000,809
2245633,Qsz-92,140000,1
2245633,Wheelbarrow,239900,16
2334509,Toner,4344,300
1755378,Spray Paint : Blue,4999,41
2158467,Axe,10000,1
2158467,Axe,30000,1
2158467,Axe,30000,1
2158467,Axe,10000,1
2158467,Axe,5000,1
2158467,Axe,3500,1
2158467,Axe,30000,1
2158467,Axe,30000,1
2158467,Axe,30000,1
2158467,Axe,30000,1
2158467,Axe,50000,1
2158467,Axe,100000,1
2158467,Axe,100000,1
2158467,Axe,10000,1
2158467,BT MP9,70000,1
2158467,BT MP9,100000,1
2158467,BT MP9,80000,1
2158467,Can of Red Cow,2500000,5
2158467,Can of Rockstar Rudolph,2500000,6
2158467,Cinnamon Decoration,110000,2
2158467,Coat Hanger,200000,1
2158467,Cobra Derringer,60000,1
2158467,Cobra Derringer,60000,1
2158467,Cobra Derringer,60000,1
2158467,Concert Ticket,4600,6
2158467,Denim Shoes,1000000,1
2158467,Gingerbread House,160000,1
2158467,Love Juice,10300000,1
2158467,Mini Sleigh,190000,1
2158467,Pixie Sticks,350000,3
2158467,Snowman,220000,2
2254234,Love Juice,10000000,1
2146220,Nessie Plushie,42000,50
2214993,Assless Chaps,1000000,2
2214993,Bag of Bon Bons,2500,2632
2214993,Baseball Jacket,1500000,14
2214993,Beretta 92FS,2500000,1
2214993,Beretta 92FS,2500000,1
2214993,Beretta 92FS,2500000,1
2214993,Beretta 92FS,2500000,1
2214993,Birthday Cupcake,5000000,1
2214993,Black Senet Pawn,8500000,2
2214993,Book of Carols,21000000,2
2214993,Booty Shorts,15000000,1
2214993,Bottle of Green Stout,2500000,2
2214993,Bottle of Mistletoe Madness,1000000,1
2214993,Bottle of Stinky Swamp Punch,1000000,1
2214993,Bow Tie,1000000,1
2214993,Box of Chocolate Bars,10000,13862
2214993,Box of Extra Strong Mints,10000,422700
2214993,Box of Sweet Hearts,10000,1536212
2214993,Broken Bauble,1000000,6
2214993,Can of Crocozade,1350000,10
2214993,Can of Damp Valley,750000,6
2214993,Can of Goose Juice,400000,10
2214993,Can of Red Cow,2350000,2
2214993,Chocolate Egg,275000,1
2214993,Christmas Express,300000,3
2214993,Classic Fedora,500000,1
2214993,Denim Cap,130000,1
2214993,Denim Shirt,175000,1
2214993,Diamond Bladed Knife,100000000,1
2214993,Diamond Bladed Knife,2000000,1
2214993,Diamond Bladed Knife,2000000,1
2214993,Diamond Bladed Knife,2000000,1
2214993,Diamond Bladed Knife,1000000,1
2214993,Diamond Bladed Knife,80000000,1
2214993,Diamond Bladed Knife,1000000,1
2214993,Diamond Bladed Knife,1000000,1
2214993,Erotic DVD,3400000,4
2214993,Firewalk Virus,750000,2
2214993,Fitted Shirt,2900000,1
2214993,Flamethrower,2750000,1
2214993,Flip Flops,1000000,2
2214993,Floral Dress,900000,4
2214993,Fur Hat,1000000,1
2214993,Fur Scarf,5000000,1
2214993,Ganesha Sculpture,12000000,1
2214993,Gingerbread House,125000,3
2214993,Gingerbread Man,125000,9
2214993,Gold Noble Coin,1600000,1
2214993,Golden Candy Cane,190000,17
2214993,Guandao,175000,1
2214993,Knee Socks,375000,3
2214993,Love Juice,10000000,8
2214993,M249 SAW,700000,1
2214993,Macana,65000000,1
2214993,Mackintosh,20000,2
2214993,Medical Eye Patch,5000000,1
2214993,Medieval Helmet,7500000,1
2214993,Medieval Helmet,7500000,1
2214993,Medieval Helmet,7500000,1
2214993,Medieval Helmet,7500000,1
2214993,Medieval Helmet,7500000,1
2214993,Medieval Helmet,7500000,1
2214993,Minigun,2000000,1
2214993,Minigun,2000000,1
2214993,Neck Brace,5000000,2
2214993,Neck Tie,2000000,3
2214993,Neumune Tablet,2000000,1
2214993,Paper Crown : Green,1000000,4
2214993,Paper Crown : Red,500000,2
2214993,Paper Crown : Yellow,1000000,1
2214993,Pleated Skirt,7500000,2
2214993,Poison Mistletoe,50000000,1
2214993,Poncho,250000,2
2214993,Puffer Jacket,75000000,1
2214993,Pullover,375000,1
2214993,Raw Ivory,77000,1
2214993,SIG 552,8000000,1
2214993,Santa Gloves,750000,6
2214993,Santa Trousers,750000,14
2214993,Senet Board,1000000,3
2214993,Shrug,1000000,1
2214993,Silver Bead,500000,1
2214993,Six-Pack of Alcohol,1150000,1
2214993,Six-Pack of Energy Drink,15500000,1
2214993,Snowman,175000,1
2214993,Sprig of Holly,75000,1
2214993,Square Sunglasses,40000000,2
2214993,String Vest,2500000,5
2214993,Sun Hat,750000,3
2214993,Sweatpants,1500000,5
2214993,Tights,500000,1
2214993,Torso Bandage,6500000,1
2214993,Tracking Device,85000,1
2214993,Trench Coat,340000,4
2214993,Truck Nuts,2000000,1
2214993,Tumble Dryer,50000,1
2214993,Tunneling Virus,35000,1
2214993,Vairocana Buddha Sculpture,10000000,1
2214993,Wax Seal Stamp,500000,4
2214993,Wireless Dongle,100000,1
2109731,Blowgun,137000,1
2261237,Love Juice,8500000,4
2155063,Brick,200200,1
2215002,Axe,3000,1
2215002,Bottle of Champagne,3100,2
2215002,Leather Boots,720,1
2215002,Leather Helmet,900,1
2215002,Leather Helmet,900,1
2215002,Skorpion,500,1
2109776,AK74U,71384,1
2109776,Aluminum Plate,13800,1
2109776,Blowgun,6200,1
2109776,Chainsaw,12000,1
2109776,Chamois Plushie,13150,59
2109776,DVD Player,2840,1
2109776,Duct Tape,1830796,1
2109776,Monkey Plushie,49403,6
2109776,Silver Necklace,1215,1
2109776,Wolverine Plushie,11000,1
2211571,Festive Socks,1000000,4
2211571,Medium Suitcase,6000000,2
2938862,Ladder,484995,1
2215022,Bottle of Champagne,69420,1
18877,Piece of Cake '13,100000000,1
2146235,ArmaLite M-15A4,65000000,1
2146235,ArmaLite M-15A4,21000000,1
2146235,Certificate of Awesome,2000000,2
2146235,Dart Board,10200,1
2146235,Golf Socks,2500000,1
2146235,Metal Nunchaku,12000000,1
2146235,Vicodin,834000,85
2211574,Mountain Bike,10556100,1
1770902,Baseball Cap,368,1
1770902,Bikini,5976,1
1770902,Cardigan,348,1
1770902,Halterneck,351,1
1770902,Nodding Turtle,4135,1
1770902,Personal Computer,3620,2
2233573,Ketamine,20000,1
2161780,Tracking Device,2800000,1
2211637,Knuckle Dusters,500,1
2211637,Knuckle Dusters,500,1
2211637,Tunneling Virus,32000,1
604269,Chocolate Egg,5000000,1
2161798,Bottle of Sake,10000,19
2161798,Edelweiss,30000,2
2161798,Neumune Tablet,6000000,1
81,Snowboard,366000000,1
2233624,Bulletproof Vest,42250,1
2233624,Bulletproof Vest,42250,1
2233624,Bulletproof Vest,42250,1
2233624,Bulletproof Vest,42250,1
2233624,Fiveseven,8780,1
2233624,Fiveseven,8780,1
2233624,M16 A2 Rifle,692000,1
2233624,Macana,95248,1
2233624,Macana,95248,1
2233624,Mag 7,53435,1
2233624,Mag 7,53435,1
2233624,Magnum,16248,1
2233624,Magnum,16248,1
2233624,Magnum,16248,1
2233624,Magnum,16248,1
2233624,Paint Mask,23621050,2
25639,Anniversary Present,400000000,1
25639,Box of Medical Supplies,1200000,1
25639,Dumbbells,5000000000,1
25639,First Aid Kit,45000,2
25639,Goodie Bag,100000000,1
25639,Quran Script : Ali,25000000,2
25639,Vicodin,830000,1
25639,Yasukuni Sword,100000000,1
21208,Anchor,9999999,6
21208,Gift Card,12000000,2
21208,Mountain Bike,13000000,12
21208,PSU,800000,7
21208,Smoke Grenade,190000,1100
21208,Spray Paint : Blue,70000,3
21208,Tear Gas,100000,400
2184983,Certificate of Awesome,5555555,1
2233648,Box of Medical Supplies,800000,2
2233648,Bull Semen,1000000000,1
2164569,Large Suitcase,10999999,4
2164569,Orchid,25999,1
2164569,Pantyhose,344,3
2245970,Advanced Driving Manual,390000,4
2245970,Bandana,2000,7
2245970,Bolt Cutters,60150,7
2245970,Dart Board,11990,28
2245970,Fiveseven,8000,1
2245970,Grenade,7200,370
2245970,Hockey Stick,12994,23
2245970,Mistletoe,11000000,1
2245970,Snowman,4399999,1
584540,Lawyer's Business Card,2000000,1
2261316,Bottle of Green Stout,958075,1
2261316,Can of Goose Juice,301775,2
2261316,Casket,1050775,1
2261316,Certificate Seal,214775,3
2261316,Dog Poop,930775,1
2261316,Duct Tape,321075,1
2261316,Fur Hat,775075,1
2261316,Hockey Stick,1000000,1
2261316,Horse's Head,999775,1
2261316,Kevlar Gloves,320775,1
2261316,Magnifying Glass,643775,1
2261316,Molotov Cocktail,60775,49
2261316,Nail Bomb,2555275,1
2261316,Stink Bombs,860175,1
2261316,Zaibatsu Macro,155575,1
2233673,Enfield SA-80,3240000,1
2233673,Enfield SA-80,6960000,1
2233673,Enfield SA-80,10050000,1
2233673,Enfield SA-80,6650000,1
2233673,Enfield SA-80,8390000,1
2233673,Enfield SA-80,6550000,1
2233673,Enfield SA-80,3650000,1
2233673,Enfield SA-80,7680000,1
2233673,Enfield SA-80,4310000,1
2233673,Enfield SA-80,5690000,1
2233673,Enfield SA-80,8330000,1
2233673,Enfield SA-80,6580000,1
2233673,Enfield SA-80,3620000,1
2233673,Enfield SA-80,7280000,1
2233673,Enfield SA-80,7710000,1
2233673,Enfield SA-80,290000,1
2233673,Enfield SA-80,2250000,1
2233673,Enfield SA-80,6340000,1
2233673,Enfield SA-80,5790000,1
2233673,Enfield SA-80,660000,1
2233673,Enfield SA-80,950000,1
2233673,Enfield SA-80,322500,1
2233673,Enfield SA-80,317500,1
2233673,Enfield SA-80,315000,1
2233673,Enfield SA-80,310000,1
2233673,Enfield SA-80,310000,1
2233673,Enfield SA-80,307500,1
2233673,Enfield SA-80,295000,1
2233673,Enfield SA-80,292500,1
2233673,Enfield SA-80,7890000,1
2188388,Bikini,5990,1
2188388,Binoculars,18995,1
2188388,CD Player,1000,1
2188388,Fireworks,2000,8
2188388,Game Console,4500,12
2188388,Hiking Boots,4740,1
2188388,Hiking Boots,4740,1
2188388,Hiking Boots,4740,1
2188388,Hiking Boots,4740,1
2188388,Leather Gloves,590,1
2188388,Leather Gloves,590,1
2188388,Ninja Star,1000,3
2188388,SKS Carbine,4995,1
2188388,Scimitar,5395,1
2188388,Silver Necklace,3800,2
2188388,Stainless Steel Watch,1200,1
2188388,Vanity Hand Mirror,16495,1
2110174,Chevalier CZ06,200000,1
2254441,Vicodin,800000,20
2110369,Bow Tie,4600000,1
2110369,Diving Gloves,6000,1
2938911,Cell Phone,836,54
2158593,Birth Certificate,62990,27
2110377,Anniversary Present,1000000000,1
2155192,Vicodin,3000,3
2195061,Lion Plushie,69570,90
25721,AK-47,40000,1
25721,AK-47,999998,1
25721,AK-47,40000,1
25721,AK-47,40000,1
25721,AK-47,40000,1
25721,Axe,40000,1
25721,Axe,40000,1
25721,Axe,80000,1
25721,Axe,40000,1
25721,Axe,30000,1
25721,Baseball Bat,3000,1
25721,Baseball Bat,40000,1
25721,Baseball Bat,3000,1
25721,Baseball Bat,7000,1
25721,Baseball Bat,7000,1
25721,Baseball Bat,3000,1
25721,Baseball Bat,40000,1
25721,Baseball Bat,40000,1
25721,Baseball Bat,40000,1
25721,Baseball Bat,5000,1
25721,Butterfly Knife,9999,1
25721,Butterfly Knife,9999,1
25721,Butterfly Knife,3000,1
25721,Butterfly Knife,3000,1
25721,Butterfly Knife,3000,1
25721,Chainsaw,24000,1
25721,Combat Helmet,3500000,1
25721,Combat Pants,11000000,1
25721,Crowbar,34000,1
25721,Crowbar,34000,1
25721,Crowbar,4999,1
25721,Crowbar,4999,1
25721,M4A1 Colt Carbine,49500,1
25721,M4A1 Colt Carbine,20000,1
25721,M4A1 Colt Carbine,20000,1
25721,M4A1 Colt Carbine,20000,1
25721,M4A1 Colt Carbine,49500,1
25721,M4A1 Colt Carbine,49500,1
25721,M4A1 Colt Carbine,3500000,1
25721,M4A1 Colt Carbine,49500,1
25721,M4A1 Colt Carbine,49500,1
25721,Magnum,100000,1
25721,Magnum,300000,1
25721,Magnum,200000,1
25721,Magnum,200000,1
25721,Magnum,100000,1
25721,Magnum,30000,1
25721,Magnum,50000,1
25721,Magnum,30000,1
25721,Magnum,30000,1
25721,Magnum,30000,1
25721,Magnum,30000,1
25721,Magnum,30000,1
25721,WWII Helmet,100000,1
25721,WWII Helmet,100000,1
25721,WWII Helmet,100000,1
2110417,Chocolate Egg,1800000,6
2110417,Pixie Sticks,750000,63
2246234,African Violet,80125,78
2246234,Black Senet Pawn,8750000,1
2246234,Blood Spattered Sickle,50000000,1
2246234,Cannabis,8500,100
2246234,Crocus,8900,144
2246234,Edelweiss,4000,275
2246234,Florin Coin,2000000,1
2246234,Love Juice,10000000,4
2246234,Neumune Tablet,4000000,5
2246234,Peony,83000,87
2246234,Quran Script : Ibn Masud,20000000,1
2246234,Tribulus Omanense,83200,58
2246234,White Senet Pawn,10500000,1
2155198,Crutches,13474999,1
2155198,Tracking Device,60000,1
2155198,Wireless Dongle,70000,1
2192197,Certificate of Awesome,39500,8
2192197,Certificate of Lame,34999,8
2192197,Chamois Plushie,18620,49
2192197,Chocolate Egg,2000000,2
2192197,Ergonomic Keyboard,4000000,1
2192197,Love Juice,18200000,1
2192197,Maneki Neko,77900,1
2125758,Human Head,645000000,1
2110426,Blood Bag : A+,16000,600
2192202,Game Console,9800,2
2192202,Laptop,800000,2
2192202,PCP,90000,1
2174590,Chainsaw,18000,1
2174590,Chainsaw,18000,1
2174590,Fruitcake,6500,1
2174590,Lump of Coal,2000000,1
2174590,Mini Skirt,165000000,1
2174590,Moustache Man Mask,1500000,1
2174590,Nun Mask,1500000,1
2174590,Old Lady Mask,1500000,1
2254537,Can of Munster,1693983,1
2110429,Diamond Bladed Knife,15000000,1
2261359,Laptop,5000000,1
2254540,Bag of Reindeer Droppings,125000,8
2254540,Baseball Cap,1,3
2254540,Bikini,1,6
2254540,Bulletproof Vest,300000,1
2254540,Cardigan,1,2
2254540,Disposable Mask,1,3
2254540,Gold Watch,1,10
2254540,LSD,50000,7
2254540,Pencil Skirt,6000,2
2254540,Peplum Top,7000,1
2254540,Polo Shirt,8000,4
2254540,Proda Sunglasses,1,3
2254540,Shorts,1,5
2254540,Taser,5000,1
2246301,Bulletproof Vest,50000,1
2246301,Claymore Sword,100000,1
2246301,Claymore Sword,100000,1
2246301,Claymore Sword,100000,1
2246301,Cobra Derringer,70000,1
2246301,Cricket Bat,15000,1
2246301,Enfield SA-80,250000,1
2246301,Flak Jacket,7500,1
2246301,Flak Jacket,7500,1
2246301,Flak Jacket,7500,1
2246301,Flak Jacket,7500,1
2246301,Harpoon,300000,1
2246301,Heckler & Koch SL8,45000,1
2246301,Heckler & Koch SL8,45000,1
2246301,Ithaca 37,10000,1
2246301,Kevlar Gloves,400000,1
2246301,Knuckle Dusters,750,1
2246301,Leather Bullwhip,1500,1
2246301,Macana,400000,1
2246301,Mag 7,60000,1
2246301,Outer Tactical Vest,1000000,1
2246301,Police Vest,10000,1
2246301,Safety Boots,77000,1
2246301,Safety Boots,77000,1
2246301,Taurus,650,1
2246301,Tavor TAR-21,495000,1
2125774,Sheep Plushie,50000000000,1
2185058,Dart Board,3899,1
2185058,Dental Mirror,14940,1
2185058,Dentures,3595,4
